VulnerabilityID,PkgName,InstalledVersion,SeveritySource,PrimaryURL,Title,Description,Severity,CweIDs,References,PublishedDate,LastModifiedDate,Layer.DiffID,DataSource.ID,DataSource.Name,DataSource.URL,CVSS.nvd.V2Vector,CVSS.nvd.V3Vector,CVSS.nvd.V2Score,CVSS.nvd.V3Score,CVSS.redhat.V3Vector,CVSS.redhat.V3Score,CVSS.redhat.V2Vector,CVSS.redhat.V2Score,VendorIDs,FixedVersion
CVE-2013-0340,libexpat1,2.2.10-2+deb11u3,debian,https://avd.aquasec.com/nvd/cve-2013-0340,expat: internal entity expansion,"expat 2.1.0 and earlier does not properly handle entities expansion unless an application developer uses the XML_SetEntityDeclHandler function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.  NOTE: it could be argued that because expat already provides the ability to disable external entity expansion, the responsibility for resolving this issue lies with application developers; according to this argument, this entry should be REJECTed, and each affected application would need its own CVE.",LOW,['CWE-611'],"['http://openwall.com/lists/oss-security/2013/02/22/3', 'http://seclists.org/fulldisclosure/2021/Oct/61', 'http://seclists.org/fulldisclosure/2021/Oct/62', 'http://seclists.org/fulldisclosure/2021/Oct/63', 'http://seclists.org/fulldisclosure/2021/Sep/33', 'http://seclists.org/fulldisclosure/2021/Sep/34', 'http://seclists.org/fulldisclosure/2021/Sep/35', 'http://seclists.org/fulldisclosure/2021/Sep/38', 'http://seclists.org/fulldisclosure/2021/Sep/39', 'http://seclists.org/fulldisclosure/2021/Sep/40', 'http://securitytracker.com/id?1028213', 'http://www.openwall.com/lists/oss-security/2013/04/12/6', 'http://www.openwall.com/lists/oss-security/2021/10/07/4', 'http://www.osvdb.org/90634', 'http://www.securityfocus.com/bid/58233', 'https://access.redhat.com/security/cve/CVE-2013-0340', 'https://lists.apache.org/thread.html/r41eca5f4f09e74436cbb05dec450fc2bef37b5d3e966aa7cc5fada6d@%3Cannounce.apache.org%3E', 'https://lists.apache.org/thread.html/rfb2c193360436e230b85547e85a41bea0916916f96c501f5b6fc4702@%3Cusers.openoffice.apache.org%3E', 'https://nvd.nist.gov/vuln/detail/CVE-2013-0340', 'https://security.gentoo.org/glsa/201701-21', 'https://support.apple.com/kb/HT212804', 'https://support.apple.com/kb/HT212805', 'https://support.apple.com/kb/HT212807', 'https://support.apple.com/kb/HT212814', 'https://support.apple.com/kb/HT212815', 'https://support.apple.com/kb/HT212819']",2014-01-21T18:55:00Z,2022-07-05T18:57:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:P/A:P,,6.8,,,,AV:N/AC:M/Au:N/C:N/I:N/A:P,4.3,,
CVE-2022-1304,libext2fs2,1.46.2-2,nvd,https://avd.aquasec.com/nvd/cve-2022-1304,e2fsprogs: out-of-bounds read/write via crafted filesystem,An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.,HIGH,"['CWE-125', 'CWE-787']","['https://access.redhat.com/security/cve/CVE-2022-1304', 'https://bugzilla.redhat.com/show_bug.cgi?id=2069726', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-1304', 'https://marc.info/?l=linux-ext4&m=165056234501732&w=2', 'https://nvd.nist.gov/vuln/detail/CVE-2022-1304', 'https://ubuntu.com/security/notices/USN-5464-1']",2022-04-14T21:15:00Z,2022-04-21T15:36:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8,7.8,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:H,5.8,,,,
CVE-2022-27404,libfreetype6,2.10.4+dfsg-1,nvd,https://avd.aquasec.com/nvd/cve-2022-27404,FreeType: Buffer Overflow,FreeType commit 1e2eb65048f75c64b68708efed6ce904c31f3b2f was discovered to contain a heap buffer overflow via the function sfnt_init_face.,CRITICAL,['CWE-787'],"['https://access.redhat.com/security/cve/CVE-2022-27404', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-27404', 'https://gitlab.freedesktop.org/freetype/freetype/-/issues/1138', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EFPNRKDLCXHZVYYQLQMP44UHLU32GA6Z/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FDU2FOEMCEF6WVR6ZBIH5MT5O7FAK6UP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IWQ7IB2A75MEHM63WEUXBYEC7OR5SGDY/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NYVC2NPKKXKP3TWJWG4ONYWNO6ZPHLA5/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TCEMWCM46PKM4U5ENRASPKQD6JDOLKRU/', 'https://nvd.nist.gov/vuln/detail/CVE-2022-27404', 'https://ubuntu.com/security/notices/USN-5528-1']",2022-04-22T14:15:00Z,2022-07-27T13:44:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:H,7.6,,,,2.10.4+dfsg-1+deb11u1
CVE-2022-27405,libfreetype6,2.10.4+dfsg-1,nvd,https://avd.aquasec.com/nvd/cve-2022-27405,FreeType: Segementation Fault,FreeType commit 53dfdcd8198d2b3201a23c4bad9190519ba918db was discovered to contain a segmentation violation via the function FNT_Size_Request.,HIGH,['CWE-125'],"['http://freetype.com', 'https://access.redhat.com/security/cve/CVE-2022-27405', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-27405', 'https://gitlab.freedesktop.org/freetype/freetype/-/issues/1139', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EFPNRKDLCXHZVYYQLQMP44UHLU32GA6Z/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FDU2FOEMCEF6WVR6ZBIH5MT5O7FAK6UP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IWQ7IB2A75MEHM63WEUXBYEC7OR5SGDY/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NYVC2NPKKXKP3TWJWG4ONYWNO6ZPHLA5/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TCEMWCM46PKM4U5ENRASPKQD6JDOLKRU/', 'https://nvd.nist.gov/vuln/detail/CVE-2022-27405', 'https://ubuntu.com/security/notices/USN-5528-1']",2022-04-22T14:15:00Z,2022-07-27T16:04:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,5.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,7.1,,,,2.10.4+dfsg-1+deb11u1
CVE-2022-27406,libfreetype6,2.10.4+dfsg-1,nvd,https://avd.aquasec.com/nvd/cve-2022-27406,Freetype: Segmentation violation,FreeType commit 22a0cccb4d9d002f33c1ba7a4b36812c7d4f46b5 was discovered to contain a segmentation violation via the function FT_Request_Size.,HIGH,['CWE-125'],"['http://freetype.com', 'https://access.redhat.com/security/cve/CVE-2022-27406', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-27406', 'https://gitlab.freedesktop.org/freetype/freetype/-/issues/1140', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EFPNRKDLCXHZVYYQLQMP44UHLU32GA6Z/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FDU2FOEMCEF6WVR6ZBIH5MT5O7FAK6UP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IWQ7IB2A75MEHM63WEUXBYEC7OR5SGDY/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NYVC2NPKKXKP3TWJWG4ONYWNO6ZPHLA5/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TCEMWCM46PKM4U5ENRASPKQD6JDOLKRU/', 'https://nvd.nist.gov/vuln/detail/CVE-2022-27406', 'https://ubuntu.com/security/notices/USN-5453-1', 'https://ubuntu.com/security/notices/USN-5528-1']",2022-04-22T14:15:00Z,2022-07-27T16:05:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,5.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,7.1,,,,2.10.4+dfsg-1+deb11u1
CVE-2022-31782,libfreetype6,2.10.4+dfsg-1,debian,https://avd.aquasec.com/nvd/cve-2022-31782,ftbench.c in FreeType Demo Programs through 2.12.1 has a heap-based bu ...,ftbench.c in FreeType Demo Programs through 2.12.1 has a heap-based buffer overflow.,LOW,['CWE-787'],"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-31782', 'https://gitlab.freedesktop.org/freetype/freetype-demos/-/issues/8', 'https://ubuntu.com/security/notices/USN-5528-1']",2022-06-02T14:15:00Z,2022-06-10T18:08:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8,7.8,,,,,,
CVE-2021-33560,libgcrypt20,1.8.7-6,nvd,https://avd.aquasec.com/nvd/cve-2021-33560,libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm,"Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. This, for example, affects use of ElGamal in OpenPGP.",HIGH,['CWE-203'],"['https://access.redhat.com/hydra/rest/securitydata/cve/CVE-2021-33560.json', 'https://access.redhat.com/security/cve/CVE-2021-33560', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-33560', 'https://dev.gnupg.org/T5305', 'https://dev.gnupg.org/T5328', 'https://dev.gnupg.org/T5466', 'https://dev.gnupg.org/rCe8b7f10be275bcedb5fc05ed4837a89bfd605c61', 'https://eprint.iacr.org/2021/923', 'https://errata.almalinux.org/8/ALSA-2021-4409.html', 'https://linux.oracle.com/cve/CVE-2021-33560.html', 'https://linux.oracle.com/errata/ELSA-2022-9263.html', 'https://lists.debian.org/debian-lts-announce/2021/06/msg00021.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BKKTOIGFW2SGN3DO2UHHVZ7MJSYN4AAB/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/R7OAPCUGPF3VLA7QAJUQSL255D4ITVTL/', 'https://nvd.nist.gov/vuln/detail/CVE-2021-33560', 'https://ubuntu.com/security/notices/USN-5080-1', 'https://ubuntu.com/security/notices/USN-5080-2', 'https://www.oracle.com/security-alerts/cpuapr2022.html', 'https://www.oracle.com/security-alerts/cpujan2022.html', 'https://www.oracle.com/security-alerts/cpujul2022.html', 'https://www.oracle.com/security-alerts/cpuoct2021.html']",2021-06-08T11:15:00Z,2022-07-25T18:15:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,,,,
CVE-2018-6829,libgcrypt20,1.8.7-6,debian,https://avd.aquasec.com/nvd/cve-2018-6829,libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information,"cipher/elgamal.c in Libgcrypt through 1.8.2, when used to encrypt messages directly, improperly encodes plaintexts, which allows attackers to obtain sensitive information by reading ciphertext data (i.e., it does not have semantic security in face of a ciphertext-only attack). The Decisional Diffie-Hellman (DDH) assumption does not hold for Libgcrypt's ElGamal implementation.",LOW,['CWE-327'],"['https://access.redhat.com/security/cve/CVE-2018-6829', 'https://github.com/weikengchen/attack-on-libgcrypt-elgamal', 'https://github.com/weikengchen/attack-on-libgcrypt-elgamal/wiki', 'https://lists.gnupg.org/pipermail/gcrypt-devel/2018-February/004394.html', 'https://www.oracle.com/security-alerts/cpujan2020.html']",2018-02-07T23:29:00Z,2020-01-15T20:15:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,,,,
CVE-2021-38115,libgd3,2.3.0-2,nvd,https://avd.aquasec.com/nvd/cve-2021-38115,read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) thr ...,read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) through 2.3.2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file.,MEDIUM,['CWE-125'],"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-38115', 'https://github.com/libgd/libgd/commit/8b111b2b4a4842179be66db68d84dda91a246032', 'https://github.com/libgd/libgd/issues/697', 'https://github.com/libgd/libgd/pull/711/commits/8b111b2b4a4842179be66db68d84dda91a246032', 'https://nvd.nist.gov/vuln/detail/CVE-2021-38115', 'https://ubuntu.com/security/notices/USN-5068-1']",2021-08-04T21:15:00Z,2021-08-11T19:39:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.3,6.5,,,,,,
CVE-2021-40812,libgd3,2.3.0-2,nvd,https://avd.aquasec.com/nvd/cve-2021-40812,The GD Graphics Library (aka LibGD) through 2.3.2 has an out-of-bounds ...,The GD Graphics Library (aka LibGD) through 2.3.2 has an out-of-bounds read because of the lack of certain gdGetBuf and gdPutBuf return value checks.,MEDIUM,['CWE-125'],"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-40812', 'https://github.com/libgd/libgd/commit/6f5136821be86e7068fcdf651ae9420b5d42e9a9', 'https://github.com/libgd/libgd/issues/750#issuecomment-914872385', 'https://github.com/libgd/libgd/issues/757', 'https://nvd.nist.gov/vuln/detail/CVE-2021-40812']",2021-09-08T21:15:00Z,2021-09-15T15:07:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.3,6.5,,,,,,
CVE-2021-40145,libgd3,2.3.0-2,debian,https://avd.aquasec.com/nvd/cve-2021-40145,** DISPUTED ** gdImageGd2Ptr in gd_gd2.c in the GD Graphics Library (a ...,"** DISPUTED ** gdImageGd2Ptr in gd_gd2.c in the GD Graphics Library (aka LibGD) through 2.3.2 has a double free. NOTE: the vendor's position is ""The GD2 image format is a proprietary image format of libgd. It has to be regarded as being obsolete, and should only be used for development and testing purposes.""",LOW,['CWE-415'],"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-40145', 'https://github.com/libgd/libgd/commit/c5fd25ce0e48fd5618a972ca9f5e28d6d62006af', 'https://github.com/libgd/libgd/issues/700', 'https://github.com/libgd/libgd/pull/713', 'https://nvd.nist.gov/vuln/detail/CVE-2021-40145', 'https://ubuntu.com/security/notices/USN-5068-1']",2021-08-26T01:15:00Z,2021-09-01T21:27:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,5.0,7.5,,,,,,
CVE-2022-2509,libgnutls30,3.7.1-5,,https://avd.aquasec.com/nvd/cve-2022-2509,gnutls: Double free during gnutls_pkcs7_verify.,A vulnerability found in gnutls. This security flaw happens because of a double free error occurs during verification of pkcs7 signatures in gnutls_pkcs7_verify function.,HIGH,,"['https://access.redhat.com/security/cve/CVE-2022-2509', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2509', 'https://gnutls.org/security-new.html (GNUTLS-SA-2022-07-07)', 'https://lists.gnupg.org/pipermail/gnutls-help/2022-July/004746.html']",2022-08-01T14:15:00Z,2022-08-01T14:31:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,,
CVE-2021-4209,libgnutls30,3.7.1-5,,https://avd.aquasec.com/nvd/cve-2021-4209,GnuTLS: Null pointer dereference in MD_UPDATE,"A NULL pointer dereference flaw was found in GnuTLS. As Nettle's hash update functions internally call memcpy, providing zero-length input may cause undefined behavior. This flaw leads to a denial of service after authentication in rare circumstances.",MEDIUM,,"['https://access.redhat.com/security/cve/CVE-2021-4209', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-4209']",,,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,,,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,,,,3.7.1-5+deb11u1
CVE-2011-3389,libgnutls30,3.7.1-5,debian,https://avd.aquasec.com/nvd/cve-2011-3389,HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST),"The SSL protocol, as used in certain configurations in Microsoft Windows and Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, Opera, and other products, encrypts data by using CBC mode with chained initialization vectors, which allows man-in-the-middle attackers to obtain plaintext HTTP headers via a blockwise chosen-boundary attack (BCBA) on an HTTPS session, in conjunction with JavaScript code that uses (1) the HTML5 WebSocket API, (2) the Java URLConnection API, or (3) the Silverlight WebClient API, aka a ""BEAST"" attack.",LOW,['CWE-20'],"['http://arcticdog.wordpress.com/2012/08/29/beast-openssl-and-apache/', 'http://blog.mozilla.com/security/2011/09/27/attack-against-tls-protected-communications/', 'http://blogs.technet.com/b/msrc/archive/2011/09/26/microsoft-releases-security-advisory-2588513.aspx', 'http://blogs.technet.com/b/srd/archive/2011/09/26/is-ssl-broken-more-about-security-advisory-2588513.aspx', 'http://curl.haxx.se/docs/adv_20120124B.html', 'http://downloads.asterisk.org/pub/security/AST-2016-001.html', 'http://ekoparty.org/2011/juliano-rizzo.php', 'http://eprint.iacr.org/2004/111', 'http://eprint.iacr.org/2006/136', 'http://googlechromereleases.blogspot.com/2011/10/chrome-stable-release.html', 'http://isc.sans.edu/diary/SSL+TLS+part+3+/11635', 'http://lists.apple.com/archives/Security-announce/2011//Oct/msg00001.html', 'http://lists.apple.com/archives/Security-announce/2011//Oct/msg00002.html', 'http://lists.apple.com/archives/security-announce/2012/Feb/msg00000.html', 'http://lists.apple.com/archives/security-announce/2012/Jul/msg00001.html', 'http://lists.apple.com/archives/security-announce/2012/May/msg00001.html', 'http://lists.apple.com/archives/security-announce/2012/Sep/msg00004.html', 'http://lists.apple.com/archives/security-announce/2013/Oct/msg00004.html', 'http://lists.opensuse.org/opensuse-security-announce/2012-01/msg00049.html', 'http://lists.opensuse.org/opensuse-security-announce/2012-01/msg00051.html', 'http://lists.opensuse.org/opensuse-security-announce/2012-05/msg00009.html', 'http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00040.html', 'http://marc.info/?l=bugtraq&m=132750579901589&w=2', 'http://marc.info/?l=bugtraq&m=132872385320240&w=2', 'http://marc.info/?l=bugtraq&m=133365109612558&w=2', 'http://marc.info/?l=bugtraq&m=133728004526190&w=2', 'http://marc.info/?l=bugtraq&m=134254866602253&w=2', 'http://marc.info/?l=bugtraq&m=134254957702612&w=2', 'http://my.opera.com/securitygroup/blog/2011/09/28/the-beast-ssl-tls-issue', 'http://osvdb.org/74829', 'http://rhn.redhat.com/errata/RHSA-2012-0508.html', 'http://rhn.redhat.com/errata/RHSA-2013-1455.html', 'http://secunia.com/advisories/45791', 'http://secunia.com/advisories/47998', 'http://secunia.com/advisories/48256', 'http://secunia.com/advisories/48692', 'http://secunia.com/advisories/48915', 'http://secunia.com/advisories/48948', 'http://secunia.com/advisories/49198', 'http://secunia.com/advisories/55322', 'http://secunia.com/advisories/55350', 'http://secunia.com/advisories/55351', 'http://security.gentoo.org/glsa/glsa-201203-02.xml', 'http://security.gentoo.org/glsa/glsa-201406-32.xml', 'http://support.apple.com/kb/HT4999', 'http://support.apple.com/kb/HT5001', 'http://support.apple.com/kb/HT5130', 'http://support.apple.com/kb/HT5281', 'http://support.apple.com/kb/HT5501', 'http://support.apple.com/kb/HT6150', 'http://technet.microsoft.com/security/advisory/2588513', 'http://vnhacker.blogspot.com/2011/09/beast.html', 'http://www.apcmedia.com/salestools/SJHN-7RKGNM/SJHN-7RKGNM_R4_EN.pdf', 'http://www.debian.org/security/2012/dsa-2398', 'http://www.educatedguesswork.org/2011/09/security_impact_of_the_rizzodu.html', 'http://www.ibm.com/developerworks/java/jdk/alerts/', 'http://www.imperialviolet.org/2011/09/23/chromeandbeast.html', 'http://www.insecure.cl/Beast-SSL.rar', 'http://www.kb.cert.org/vuls/id/864643', 'http://www.mandriva.com/security/advisories?name=MDVSA-2012:058', 'http://www.opera.com/docs/changelogs/mac/1151/', 'http://www.opera.com/docs/changelogs/mac/1160/', 'http://www.opera.com/docs/changelogs/unix/1151/', 'http://www.opera.com/docs/changelogs/unix/1160/', 'http://www.opera.com/docs/changelogs/windows/1151/', 'http://www.opera.com/docs/changelogs/windows/1160/', 'http://www.opera.com/support/kb/view/1004/', 'http://www.oracle.com/technetwork/topics/security/cpujan2015-1972971.html', 'http://www.oracle.com/technetwork/topics/security/cpujul2015-2367936.html', 'http://www.oracle.com/technetwork/topics/security/javacpuoct2011-443431.html', 'http://www.redhat.com/support/errata/RHSA-2011-1384.html', 'http://www.redhat.com/support/errata/RHSA-2012-0006.html', 'http://www.securityfocus.com/bid/49388', 'http://www.securityfocus.com/bid/49778', 'http://www.securitytracker.com/id/1029190', 'http://www.securitytracker.com/id?1025997', 'http://www.securitytracker.com/id?1026103', 'http://www.securitytracker.com/id?1026704', 'http://www.ubuntu.com/usn/USN-1263-1', 'http://www.us-cert.gov/cas/techalerts/TA12-010A.html', 'https://access.redhat.com/security/cve/CVE-2011-3389', 'https://blogs.oracle.com/sunsecurity/entry/multiple_vulnerabilities_in_fetchmail', 'https://bugzilla.novell.com/show_bug.cgi?id=719047', 'https://bugzilla.redhat.com/show_bug.cgi?id=737506', 'https://cert-portal.siemens.com/productcert/pdf/ssa-556833.pdf', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2011-3389', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/2012/ms12-006', 'https://h20564.www2.hp.com/portal/site/hpsc/public/kb/docDisplay?docId=emr_na-c03839862', 'https://hermes.opensuse.org/messages/13154861', 'https://hermes.opensuse.org/messages/13155432', 'https://ics-cert.us-cert.gov/advisories/ICSMA-18-058-02', 'https://linux.oracle.com/cve/CVE-2011-3389.html', 'https://linux.oracle.com/errata/ELSA-2011-1380.html', 'https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14752', 'https://ubuntu.com/security/notices/USN-1263-1']",2011-09-06T19:55:00Z,2021-07-23T15:12:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:N/A:N,,4.3,,,,AV:N/AC:M/Au:N/C:P/I:N/A:N,4.3,,
CVE-2004-0971,libgssapi-krb5-2,1.18.3-6+deb11u1,debian,https://avd.aquasec.com/nvd/cve-2004-0971,security flaw,"The krb5-send-pr script in the kerberos5 (krb5) package in Trustix Secure Linux 1.5 through 2.1, and possibly other operating systems, allows local users to overwrite files via a symlink attack on temporary files.",LOW,,"['http://bugzilla.redhat.com/bugzilla/show_bug.cgi?id=136304', 'http://www.gentoo.org/security/en/glsa/glsa-200410-24.xml', 'http://www.redhat.com/support/errata/RHSA-2005-012.html', 'http://www.securityfocus.com/bid/11289', 'http://www.trustix.org/errata/2004/0050', 'https://access.redhat.com/security/cve/CVE-2004-0971', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/17583', 'https://lists.apache.org/thread.html/rc713534b10f9daeee2e0990239fa407e2118e4aa9e88a7041177497c@%3Cissues.guacamole.apache.org%3E', 'https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A10497']",2005-02-09T05:00:00Z,2021-06-18T15:15:00Z,sha256:08249ce7456a1c0613eafe868aed936a284ed9f1d6144f7d2d08c514974a2af9,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:P/A:N,,2.1,,,,,,,
